,rand_smi,cano_smi,Class,pIC50
754,C(C[NH2+]C(c1cc(C(C)C)ccc1)C)(C1Cc2cccc(OCCCCOc3nc(C)cc(C(=O)N1)c3)c2)O,Cc1cc2cc(n1)OCCCCOc1cccc(c1)CC(C(O)C[NH2+]C(C)c1cccc(C(C)C)c1)NC2=O,1,7.0809221
755,CC(C)(C)c1cc(ccc1)C1([NH2+]CC(C(NC(C)=O)Cc2cc(F)cc(c2)F)O)CCC(CC1)Nc1nccs1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(Nc2nccs2)CC1,1,7.070581
756,C(C)c1c2cc(C(=O)NC(Cc3ccccc3)[C@H](O)C[NH2+]CC3CCOCC3)cc3OS(CCn(c32)c1)(=O)=O,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]CC4CCOCC4)cc13)OS(=O)(=O)CC2,1,7.0655017
757,c1ccc(F)c2c1C(N=C2N)(c1cccc(c1)-c1cncnc1)c1cc(C2CC2)ncc1,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C3CC3)c2)c2cccc(F)c21,1,7.0634861
758,C(C)c1coc2c1cc(C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)cc2N1C(CCC1)=O,CCc1coc2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12,1,7.0604806
759,N1(C(=O)C(CCCC)CC1)C(C)C(=O)NC(C(O)C1CC(OCCC)C[NH2+]1)Cc1cc(F)cc(F)c1,CCCCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCCC)C[NH2+]2)C1=O,1,7.0604806
760,c1cc(NC(c2ccc(C)cn2)=O)cc(c1F)C1(C)N=C(N)OCC1(F)F,Cc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)nc1,1,7.0604806
761,c1cc(C2(CCCCC2)[NH2+]CC(O)C(Cc2cc(F)cc(c2)F)NC(=O)C)cc(C2COCC2)c1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCOC3)c2)CCCCC1,1,7.0555172
762,c1cccc(c1C)-c1cc2c(nc(N)c(c2)CC(C)C(=O)NCc2cccnc2)cc1,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCc3cccnc3)cc2c1,1,7.0555172
763,c1c(cc(F)cc1F)CC(NC(C(C)N1CCC(C1=O)CC(C)C)=O)C(O)C[NH2+]Cc1cccc(c1)OC,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(CC(C)C)C2=O)c1,1,7.0506101
764,C12=NCCCN1C(=NC2(c1ccncc1)c1cccc(c1)-c1cccc(OC)c1F)N,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CCCN=C43)c2)c1F,1,7.0500002
765,O[C@H]([C@@H](NC(=O)c1cc(cc(c1)N1S(=O)(CCCC1)=O)C(=O)C)Cc1cc(cc(F)c1)F)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)c1,1,7.0457573
766,NC1=NC(c2cc(c(OC)cc2)OC)(C(N1C)=O)c1cc(-c2cnccc2)ccc1,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1OC,1,7.0457573
767,NC1=NC(C(=O)N1C)(c1cc(-c2cccnc2)ccc1)c1ccc2c(c1)OCCO2,CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)OCCO3)N=C1N,1,7.0457573
768,c1cc(CCC)cc([C@@]2(c3ccc(cc3)OC(F)F)N=C(N)N(C2=O)C)c1,CCCc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.0457573
769,c1(cc(ccc1)[C@@]1(c2ccc(OC(F)F)cc2)N=C(N(C1=O)C)N)CCCCC,CCCCCc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,1,7.0457573
770,FC(Oc1ccc(cc1)[C@@]1(N=C(N(C1=O)C)N)c1cccc(/C=C/C2CC2)c1)F,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C=C/C3CC3)c2)N=C1N,1,7.0457573
771,N1(C(C(N=C1N)(c1cc(-c2cnccc2)c(cc1)F)c1cscc1)=O)C,CN1C(=O)C(c2ccsc2)(c2ccc(F)c(-c3cccnc3)c2)N=C1N,1,7.0457573
772,N1(C)C(C(N=C1N)(c1ccsc1)c1cc(ccc1)-c1nccnc1)=O,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cnccn3)c2)N=C1N,1,7.0457573
773,c1cccc(c1)CC(NC(=O)c1cc(N2CCCCS2(=O)=O)cc(NCC)c1)C(O)C[NH2+]C1CCOCC1,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CCOCC2)cc(N2CCCCS2(=O)=O)c1,1,7.0409584
774,O=S1(=O)N(C)c2cc(cc3c2n(C1)cc3CC)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C)cc13)N(C)S(=O)(=O)C2,1,7.0409584
775,c1cc(CC(C(C[NH2+]C2c3c(ncc(c3)CC)OC3(CCC3)C2)O)NC(C)=O)ccc1,CCc1cnc2c(c1)C([NH2+]CC(O)C(Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,1,7.0409584
776,c1(ccc(OC)cc1)C1(C2=NCCCN2C(=N1)N)c1cccc(c1)-c1cccnc1,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N3CCCN=C32)cc1,1,7.04
777,C(C(NC(=O)C)C(O)C[NH2+]C1(Cc2cnc(C)nc2CC1)c1cccc(C(C)(C)C)c1)c1cc(cc(c1)F)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCc2nc(C)ncc2C1,1,7.031517
778,c1(F)cc(cc(c1)F)CC(C(O)C[NH2+]C1(CCCCC1)c1cc(cc(NS(C)(=O)=O)c1)C(C)(C)C)NC(C)=O,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(NS(C)(=O)=O)cc(C(C)(C)C)c2)CCCCC1,1,7.031517
779,c1c(F)c(N)c(cc1CC1C(O)C([NH2+]Cc2cccc(C(C)(C)C)c2)CS(=O)(C1)=O)C1CC1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(C4CC4)c3)C2O)c1,1,7.0268722
780,C1C(C(C(Cc2cc(F)cc(c2)F)NC(C(N2CCC(C2=O)CCCC)C)=O)O)[NH2+]CC1O,CCCCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)C[NH2+]2)C1=O,1,7.0177288
781,n1cc(ccc1C(=O)Nc1cc(C2(C)CC3C(C(=N2)N)C3)c(cc1)F)Cl,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CC2CC2C(N)=N1,1,7.0177288
782,c1(c(-c2cc3cc(c(N)nc3cc2)CC(C)C(=O)NCCC(C)(C)C)nccc1)OC,COc1cccnc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,1,7.0132284
783,N1C(c2ccc(OC)c(C)c2)(c2cc(-c3cncnc3)ccc2)N=C(C=1N)C,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,1,7.0132284
784,c1(ccc2c(C3(CC(O2)(C)C)C(=O)N(C)C(=N3)N)c1)-c1cccc(F)c1,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(F)c4)cc32)N=C1N,1,7.004365
785,C1CCN2C(=[NH+][C@@](C2=N1)(c1cc(-c2cncnc2)ccc1)c1ccc(OC)cc1)N,COc1ccc([C@]2(c3cccc(-c4cncnc4)c3)[NH+]=C(N)N3CCCN=C32)cc1,1,7.0
786,N(C(C)=O)C(Cc1cc(cc(c1)F)F)C(C[NH2+]C1(CCC(CC1)NOC)c1cc(ccc1)C(C)(C)C)O,CONC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,1,7.0
787,c1c(cccc1C1(C2CCCCC2)N=C(N)N(C1=O)C)NC(c1occc1)=O,CN1C(=O)C(c2cccc(NC(=O)c3ccco3)c2)(C2CCCCC2)N=C1N,1,7.0
788,c1c(cc(-c2cnccc2)cc1)[C@]1(N=C(N)N(C1=O)C)c1cc(C)ncc1,Cc1cc([C@]2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccn1,1,7.0
789,c1c(cc(F)cc1F)CC(NC(C)=O)C(C[NH2+]C1(CCCCC1)c1cc(C(=C)C)ccc1)O,C=C(C)c1cccc(C2([NH2+]CC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,1,7.0
790,O(CCCCF)c1cc(ccc1F)[C@]1(c2ccc(OC(F)F)cc2)C(N(C(=N1)N)C)=O,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCCCF)c2)N=C1N,1,7.0
791,c1(C2(C(N(C)C(N)=N2)=O)c2cn(nc2)C)cccc(-c2cncnc2)c1,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(C)c2)N=C1N,1,7.0
792,C1(=NC(c2cccc(-c3cncnc3)c2)(c2ccc(OC)cc2)C2=NCC(F)(F)CN21)N,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1,1,7.0
793,c1(CC2C(O)C([NH2+]Cc3cccc(C(C)(C)C)c3)CS(=O)(=O)C2)cc(c(c(c1)F)N)OCCOC,COCCOc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,1,7.0
794,c1(cc(cs1)C(C)(C)C)C1([NH2+]CC(C(Cc2cc(F)cc(F)c2)NC(=O)C)O)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C(C)(C)C)cs2)CCCCC1,0,6.9829664
795,c1c(CNC(NC(Cn2c3c(cc(Br)cc3)cc2)=O)=[NH2+])cc(Cl)c(c1Cl)NC(C)=O,CC(=O)Nc1c(Cl)cc(CNC(=[NH2+])NC(=O)Cn2ccc3cc(Br)ccc32)cc1Cl,0,6.9746943
796,c1(cc2c(cc1)Oc1c(cc(cc1)-c1cncnc1)C12COC(N)=N1)OC,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,0,6.9706163
797,c1cc(ccn1)C1(c2cc(ccc2)-c2cncnc2)N=C(N2CC(CN=C21)(F)F)N,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)C2=NCC(F)(F)CN12,0,6.9699998
798,CC1(C(F)(COC(N)=N1)F)c1c(ccc(NC(c2ccc(OCC(F)(F)F)cn2)=O)c1)F,CC1(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F,0,6.9665761
799,C(NC(=O)c1cc(NCC)c(c(N2CCCC2=O)c1)OC)(Cc1ccccc1)C(C[NH2+]Cc1cc(ccc1)C(F)(F)F)O,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1OC,0,6.9586072
800,C(CCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(n2)N)cc1)CC,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1,0,6.9586072
801,c1c(-c2cccc(C3(CCCCC3)[NH2+]CC(C(Cc3cc(F)cc(F)c3)NC(C)=O)O)c2)ncs1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-c3cscn3)c2)CCCCC1,0,6.9586072
802,c1(cccc(c1)-n1cccn1)C1([NH2+]C[C@H]([C@H](Cc2cc(cc(c2)F)F)NC(=O)C)O)CCOCC1,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCOCC1,0,6.9586072
803,c1c([C@@]2(C(=O)N(C(=N2)N)C)c2ccc(cc2)OC(F)F)cc(cc1)C[C@H](C)CC,CC[C@@H](C)Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,0,6.9586072
804,O=S1(=O)N(c2cc(cc(/C(C)=N\OCC=C)c2)C(N[C@H]([C@@H](O)C[NH2+]Cc2cc(OC)ccc2)Cc2cc(cc(F)c2)F)=O)CCCC1,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,0,6.9546771
805,c1ccc(cn1)-c1cc2C3(C(=O)N(C)C(N)=N3)CC(C)(C)Oc2cc1,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4)cc32)N=C1N,0,6.9469213
806,c1ccccc1CC(NC(c1cc(cc(c1)NCC)N1CCCCS1(=O)=O)=O)C(C[NH2+]C1CC1)O,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CC2)cc(N2CCCCS2(=O)=O)c1,0,6.9208188
807,C(C(O)C[NH2+]C1(c2cc(ccc2)C(C)(C)C)CCC(=O)CC1)(NC(C)=O)Cc1cc(cc(c1)F)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(=O)CC1,0,6.9208188
808,c1ccncc1-c1cccc(C2(C(=O)N(C(=N2)N)C)c2ccc(OC)c(c2)C2CCCC2)c1,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C1CCCC1,0,6.9208188
809,c1c(cc(C2(N=C(N(C)C2=O)N)c2ccc3OCCc3c2)cc1)-c1cnccc1,CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)CCO3)N=C1N,0,6.9208188
810,CC(NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(CC(C)C(NCCCC)=O)O)CC(C)C)=O,CCCCNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(C)=O,0,6.9208188
811,Fc1cc(cc(CC(C(O)C[NH2+]C2(CCCCC2)c2cccc(-c3ccoc3)c2)NC(C)=O)c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-c3ccoc3)c2)CCCCC1,0,6.9208188
812,CN1C(=O)[C@](c2ccc(c(c2)OCCF)F)(c2ccc(cc2)OC(F)F)N=C1N,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCF)c2)N=C1N,0,6.9208188
813,c1c(F)cc(cc1F)CC(C(O)C[NH2+]Cc1cccc(c1)OC)NC(c1c2c(cc(cc2)C#N)n(C(N(C)CCCC)=O)c1)=O,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccc(C#N)cc21,0,6.9208188
814,c1c(-c2cc(ccc2F)C2(C(N(C)C(N)=N2)=O)c2cnn(CC(F)(F)F)c2)cncn1,CN1C(=O)C(c2ccc(F)c(-c3cncnc3)c2)(c2cnn(CC(F)(F)F)c2)N=C1N,0,6.9208188
815,c1c(CC2CS(CC([NH2+]Cc3cc(ccc3)C(C)(C)C)C2O)(=O)=O)cc2c([nH]cc2CC(F)(F)F)c1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc4[nH]cc(CC(F)(F)F)c4c3)C2O)c1,0,6.9208188
816,O=S1(=O)CC(Cc2cc(c(c(O)c2)N)F)C(O)C([NH2+]Cc2cccc(c2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(O)c(N)c(F)c3)C2O)c1,0,6.9208188
817,c1cc(c(C2(C)Oc3ccccc3C(N)=N2)cc1NC(=O)c1ccc(Cl)cn1)F,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)c2ccccc2O1,0,6.9208188
818,C(c1cc(OC)ccc1)[NH2+]CC(O)C(Cc1cc(cc(F)c1)F)NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(C)[NH3+],CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(C(C)[NH3+])c1,0,6.9100947
819,c1c(F)cc(F)cc1C[C@H](NC(c1cc(cc(N(C)S(C)(=O)=O)c1)C(C)=O)=O)[C@@H](O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N(C)S(C)(=O)=O)c2)c1,0,6.9065785
820,c12c(c(ccc2)F)C(N)=NC1(c1cccc(c1)-c1cncnc1)c1ccncc1,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,0,6.9065785
821,c1(c(cccc1)N(S(=O)(=O)C)c1cc(C(NC(C(O)C[NH2+]C(C(NC2CCCCC2)=O)C)Cc2ccccc2)=O)ccc1)OC,COc1ccccc1N(c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C(C)C(=O)NC2CCCCC2)c1)S(C)(=O)=O,0,6.8996296
822,CC1=NC(c2ccc(c(c2)-c2nccc(c2)C#CC)O)(N=C1N)C1CC1,CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,0,6.8860569
823,C1C2(C(=O)N(C(=N2)N)C)c2cc(ccc2OC1(C)C)-c1c(nccc1)F,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4F)cc32)N=C1N,0,6.8860569
824,C12[C@@](c3cc(-c4cccnc4F)ccc3)([NH+]=C(N1CCCCCN=2)N)c1ccc(OC(F)(F)F)cc1,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCCCN21,0,6.8860564
825,n1cc(-c2cc(C3(c4ccc(OC)c(C)c4)C(N(C)C(=N3)N)=O)ccc2C)ccc1,COc1ccc(C2(c3ccc(C)c(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,0,6.8860564
826,C1(=NC(c2ccncc2)(C(=O)N1C)c1cc(ccc1)-c1ccccc1)N,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccccc3)c2)N=C1N,0,6.8860564
827,C(c1cc(cc(F)c1)F)C(C(C[NH2+]C1(c2cccc(C(C)(C)CC)c2)CCCCC1)O)NC(=O)C,CCC(C)(C)c1cccc(C2([NH2+]CC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,0,6.8860564
828,O(c1cc(CC2C(O)C([NH2+]Cc3cc(ccc3)C(C)(C)C)CS(C2)(=O)=O)ccc1N)C(F)(F)F,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(OC(F)(F)F)c3)C2O)c1,0,6.8860564
829,C(C)Cc1cc(cc(c1N)F)CC1C(O)C(CS(C1)(=O)=O)[NH2+]Cc1cccc(C(C)(C)C)c1,CCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,0,6.8860564
830,C(C1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O)c1cc(c(N)c(F)c1)CCC(F)(F)F,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(CCC(F)(F)F)c3)C2O)c1,0,6.8860564
831,c1(cc2C3(c4cc(ccc4Oc2cc1)OC)N=C(OC3)N)-c1cccc(c1)Cl,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(Cl)c3)ccc1O2,0,6.8860564
832,c1(cc(C2([NH2+]CC(C(Cc3cc(F)cc(F)c3)NC(C)=O)O)CCCCC2)sc1)CC(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(CC(C)(C)C)cs2)CCCCC1,0,6.8827286
833,c1(-c2cncnc2)cccc(C2(N=C(c3c2cccc3)N)c2ccnc(C(F)(F)F)c2)c1,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,0,6.8728952
834,c1c(cncn1)-c1cc(C2(c3ccc(OC)cc3)c3c(c(F)ccc3)C(N)=N2)ccc1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,0,6.8696661
835,n1ccc(cc1)C1(c2cccc(c2C(N)=N1)F)c1cc(ccc1)-c1cncc(c1)F,NC1=NC(c2ccncc2)(c2cccc(-c3cncc(F)c3)c2)c2cccc(F)c21,0,6.8632793
836,O=C(c1ncc(cc1)Cl)Nc1ccc(F)c(c1)C1(CCOC(=N1)N)C,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(N)=N1,0,6.8632793
837,[NH2+](C1(CCCCC1)c1onc(CC(C)(C)C)c1)CC(O)C(NC(=O)C)Cc1cc(cc(F)c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(CC(C)(C)C)no2)CCCCC1,0,6.8569851
838,c1(cc(CC(NC(=O)C)C(C[NH2+]C2(c3cccc(C(C)(C)C)c3)CCC(OC)CC2)O)cc(c1)F)F,COC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,0,6.8538718
839,C(O)(C(COc1cc(cc(F)c1)F)NC(c1cc(cc(C(=O)NC(C)c2ccccc2)c1)N(S(=O)(=O)C)C)=O)CC(COCc1ccc(OC)cc1)OC,COc1ccc(COCC(CC(O)C(COc2cc(F)cc(F)c2)NC(=O)c2cc(C(=O)NC(C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)OC)cc1,0,6.8538718
840,c1c(cc(C)nc1C)[C@]1(C(=O)N(C(=N1)N)C)c1cccc(-c2cncnc2)c1,Cc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,0,6.8538718
841,c1(cc(F)cc(CC(NC(=O)C)C(C[NH2+]C2(CC2)c2cccc(C(C)(C)C)c2)O)c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CC1,0,6.8538718
842,c1ccc(-c2cncnc2)cc1C1(N=C(N(C1=O)C)N)c1csc(C)c1,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,0,6.8538718
843,C(C(C)C1(C(N(C(CCc2ccccc2)C(=O)NC([C@@H]([C@H]2[NH2+]Cc3c(cccc3OC)C2)O)Cc2cc(F)cc(F)c2)CC1)=O)NC(C)=O)C,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3cccc(OC)c3C[NH2+]2)C1=O,0,6.8538718
844,c1(N)ccc(cc1Br)CC1CS(CC(C1O)[NH2+]Cc1cccc(C(C)(C)C)c1)(=O)=O,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(Br)c3)C2O)c1,0,6.8538718
845,O=C(NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(cc21)CC(C)(C)C)C(C)C,CC(C)C(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,0,6.8416376
846,c12c(ccc(-c3cc(cnc3)F)c1)OC(CC12C(N(C)C(N)=N1)=O)(C)C,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(F)c4)cc32)N=C1N,0,6.8386321
847,OC(C(NC(=O)c1cc(NCC)c2CCCS(N(c2c1)C)(=O)=O)Cc1ccccc1)C[NH2+]C1CC1,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CC2)cc2c1CCCS(=O)(=O)N2C,0,6.8239088
848,n1cc(ccc1)-c1cc(C2(N=C(N)N(C2=O)C)c2ccc(OC)c(c2)C#N)ccc1,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C#N,0,6.8239088
849,c1c(-c2cc([C@]3(N=C(N(C3=O)C)N)c3cc(nc(C)c3)CC)ccc2)cncn1,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,0,6.8239088
850,CN(C(=O)CC)C(C)(C1CCCC(C(=O)NC(Cc2ccccc2)C(C[NH2+]Cc2cc(ccc2)C(C)C)O)C1)C,CCC(=O)N(C)C(C)(C)C1CCCC(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(C)C)c2)C1,0,6.8239088
851,C(c1cccc(c1)C(C)C)[NH2+]C1C(C(CS(=O)(C1)=O)Cc1ccc(c(c1)CCCC)O)O,CCCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,0,6.8239088
852,o1ccc(c1)-c1cc(CC2C(O)C([NH2+]Cc3cccc(C(C)(C)C)c3)CS(C2)(=O)=O)cc(c1N)F,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(-c4ccoc4)c3)C2O)c1,0,6.8239088
853,O=S(=O)(C)N(C)c1cc(cc(c1)/C(C)=N\OCC=C)C(N[C@@H](Cc1cc(cc(c1)F)F)[C@H](C[NH2+]Cc1cccc(OC)c1)O)=O,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,0,6.821023
854,N1(C)C(C2(CC(Oc3ccc(-c4cncnc4)cc23)(C)C)N=C1N)=O,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncnc4)cc32)N=C1N,0,6.821023
855,NC1=NC(C(F)(CO1)F)(c1cc(ccc1F)NC(=O)c1nn(cc1Cl)C)C,Cn1cc(Cl)c(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)n1,0,6.821023
856,C1(c2cc3OCOc3cc2)(c2cccc(c2)-c2cccnc2F)C2N(C(N)=[NH+]1)CCCN=2,NC1=[NH+]C(c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)OCO3)C2=NCCCN21,0,6.7958798
857,[NH2+](C1(CCCCC1)c1cc(C(C)(C)C)cc(c1)C(=O)C)CC(C(NC(=O)C)Cc1cc(F)cc(F)c1)O,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C(C)=O)cc(C(C)(C)C)c2)CCCCC1,0,6.7958798
