,rand_smi,cano_smi,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
3028,c1(ccc(N)cc1)S(Nc1ccccn1)(=O)=O,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,c1(C)onc(c1)NS(=O)(=O)c1ccc(N)cc1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,c12cc(ccc2n2c3c1CCN=C3N(C)CC2)OC,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,C(N(CC)c1ccc(C(c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])=C2C=CC(=[N+](CC)CC)C=C2)cc1)C,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.0,,0.0
3032,C(c1ccc(O)cc1)(=O)OCCCC,CCCCOC(=O)c1ccc(O)cc1,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
3033,c1c(c(O)c(cc1[N+]([O-])=O)C(CC)C)[N+]([O-])=O,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3034,C(Cl)CCC,CCCCCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3035,C(OC(=O)c1c(C(=O)OCc2ccccc2)cccc1)CCC,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,C12CC[C@H]3[C@@H]4C[C@H]5O[C@H](O[C@]5([C@]4(C[C@@H]([C@@H]3[C@@]2(C)C=CC(C=1)=O)O)C)C(CO)=O)CCC,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3037,OCCBr,OCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3038,C(CCC(=O)[O-])Oc1c(Cl)cc(cc1)Cl,O=C([O-])CCCOc1ccc(Cl)cc1Cl,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,C(/C=C/C(OCC)=O)=C/CCCCC,CCCCC/C=C\C=C\C(=O)OCC,0.0,0.0,0.0,,0.0,0.0,,,0.0,,1.0,
3040,CCCCCC[n+]1ccccc1.[B-](F)(F)(F)F,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3041,n1nc(Cl)c2c(c1Cl)cccc2,Clc1nnc(Cl)c2ccccc12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
3042,Clc1c(C)cc(c(Cl)c1C)O,Cc1cc(O)c(Cl)c(C)c1Cl,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,
3043,CC(CCCO)C,CC(C)CCCO,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,C(\CCCCCCCCCCOC(C)=O)=C/CC,CC/C=C/CCCCCCCCCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,C/C=C/C/C=C\CCCCCCCCOC(=O)C,C/C=C/C/C=C\CCCCCCCCOC(C)=O,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0
3046,C(O)CCCCCC/C=C/C=C/C,C/C=C/C=C/CCCCCCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
3047,C(OCCCCOC(=O)C=C)(=O)C=C,C=CC(=O)OCCCCOC(=O)C=C,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,,0.0,
3048,C(=C/[N+](=O)[O-])\c1ccccc1,O=[N+]([O-])/C=C/c1ccccc1,0.0,,,,0.0,0.0,,,1.0,,,1.0
3049,C(F)(F)c1c(c(CC(C)C)c(c(n1)C(F)(F)F)C1=NCCS1)C(OC)=O,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3050,c1cn(c[n+]1C)CCCC,CCCCn1cc[n+](C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,C(CCCCI)C,CCCCCCI,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052,c12c(cccc1c1c3c4c(cccc4ccc3c2)cc1)C,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0
3053,C(CCCCCCCC)CCCCCCBr,CCCCCCCCCCCCCCCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,CC(OP(=S)(Oc1cnc(nc1)C(C)(C)C)OCC)C,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,O=C(CS)OCC,CCOC(=O)CS,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
3056,c1c(ccc(c1)OP(OC)(=S)OC)Sc1ccc(OP(OC)(OC)=S)cc1,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,
3057,C(CCCC[n+]1ccccc1)C.O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3058,O=C(C(C)O)OCCC,CCCOC(=O)C(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,C(N(CCN(CC(O)C)CC(C)O)CC(O)C)C(C)O,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,C(CCCCCC)(C=O)=Cc1ccccc1,CCCCCCC(C=O)=Cc1ccccc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3061,c1(ccccc1)-c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0
3062,C1N(CCCC(c2ccccc2)(O)c2ccccc2)CCCC1,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3063,CC(/N=N/C(C#N)(C)C)(C)C#N,CC(C)(C#N)/N=N/C(C)(C)C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,c1(Br)c(Br)c(c(C(OCC(CC)CCCC)=O)c(c1Br)Br)C(OCC(CC)CCCC)=O,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,c1cccc2nn(-c3cc(C(C)(CC)C)cc(C(C)(CC)C)c3O)nc21,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,N#C/C=C\CC,CC/C=C\C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3067,CC(C)S,CC(C)S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3068,C(C1CO1)OC(C)C,CC(C)OCC1CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3069,CC(OC(Cc1ccccc1)=O)C,CC(C)OC(=O)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,c1c(Cl)c(Cl)cc(c1Cl)OP(=S)(OC)OC,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
3071,CC(Nc1ccc(Nc2ccccc2)cc1)C,CC(C)Nc1ccc(Nc2ccccc2)cc1,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,1.0
3072,c1(Oc2ccnc3c2c(Cl)cc(Cl)c3)ccc(F)cc1,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0
3073,O(P(OC)OC)C,COP(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3074,CC(CC)(C)c1cc(ccc1O)C(C)(CC)C,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1.0,
3075,O=S(c1cc([N+](=O)[O-])ccc1C)(=O)O,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,C(C(C)(c1ccc(cc1)OCCO)C)C(C)(C)C,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,1.0,0.0
3077,OC[C@H]1O[C@@H]([C@H](OCCO)[C@@H](O)[C@@H]1O)O,OCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
3078,c12[nH]c([nH]c(=O)c1[nH]c([n-]2)=O)=O,O=c1[n-]c2[nH]c(=O)[nH]c(=O)c2[nH]1,,,,,,,,0.0,,0.0,,
3079,CCCCCCCCC1CO1,CCCCCCCCC1CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,c1(C[C@@H](C(NC)=O)NC(=O)[C@@H](CC(NO)=O)CC(C)C)c[nH]c2ccccc21,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0
3081,O=C(O)[C@H](CC[Se]C)N,C[Se]CC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3082,C1[C@@H]2N3[C@H](C[C@@H]1C(=O)C3)C[C@H](OC(=O)c1c[nH]c3c1cccc3)C2,O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
3083,c1(NC(c2ccccc2OCCCCCCCC)=O)ccc(C(OCC[N+](CC)(CC)C)=O)cc1,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
3084,O[C@H]1[C@H]2N(C[C@H]([C@H]2O)O)CCC1,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3085,[C@@H]12CCC3[C@@](C)([C@]1(C(=O)C[C@]1(C)[C@@]([C@@H](C)C[C@@H]21)(OC(CCC)=O)C(CCl)=O)F)C=CC(=O)C=3,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,,,,,,,,1.0,,0.0,,
3086,C1(=O)C(=O)N2[C@H](C(O[C@H](/C(C)=C/[C@H]3C[C@@H](OC)[C@H](O)CC3)[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)C=C(C[C@H](C)C[C@H](OC)[C@@H]3[C@@H](OC)C[C@@H](C)[C@]1(O3)O)C)=O)CCCC2,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.0,0.0,0.0,,0.0,0.0,,,,,1.0,0.0
3087,[C@@H]1([C@@H](O[C@H](COP(O)(O)=O)[C@H]1O)n1c2ncnc(c2nc1)N)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3088,C(OP(=S)(OCC)SCC(=O)N(C)C(OCC)=O)C,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,C(=C/CC/C=C\CC)\CO,CC/C=C\CC/C=C/CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,[C@H](CCCC(C)=C)(CCO)C,C=C(C)CCC[C@H](C)CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,O=C1CCC(CCCCCCCC)O1,CCCCCCCCC1CCC(=O)O1,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,C(c1ccccc1)(OC(C=C)(C)CCC=C(C)C)=O,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3093,c12c(CCC2C)nccn1,CC1CCc2nccnc21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,C(C1OC1)CCCCCCCCCCCCC,CCCCCCCCCCCCCCC1CO1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,O=C1C(C(S)(C)C)CCC(C1)C,CC1CCC(C(C)(C)S)C(=O)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,C(C)OC(C(C)CCC)=O,CCCC(C)C(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3097,c1c(O)c(cc(c1)CCC)OC,CCCc1ccc(O)c(OC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098,CN(C)C(SC(N(C)C)=S)=S,CN(C)C(=S)SC(=S)N(C)C,0.0,0.0,,,,1.0,,,1.0,1.0,,0.0
3099,C(SSC(=S)N(C)C)(=S)N(C)C,CN(C)C(=S)SSC(=S)N(C)C,0.0,,0.0,,,0.0,,,1.0,1.0,1.0,0.0
3100,C(O)[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0
3101,C(O)[P+](CO)(CO)CO,OC[P+](CO)(CO)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
3102,c1cc2[nH]c(-c3cscn3)nc2cc1,c1ccc2[nH]c(-c3cscn3)nc2c1,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3103,c12nc[nH]c2c(=O)n(C)c(=O)n1C,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3104,c1sccc1CN(c1ncccc1)CCN(C)C,CN(C)CCN(Cc1ccsc1)c1ccccn1,,,,,,,,0.0,,0.0,,
3105,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3106,N1(CC1)P(N1CC1)(N1CC1)=S,S=P(N1CC1)(N1CC1)N1CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
3107,CS(c1ccc(cc1)[C@@H](O)[C@H](NC(=O)C(Cl)Cl)CO)(=O)=O,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3108,Cc1ccc(S(N)(=O)=O)cc1,Cc1ccc(S(N)(=O)=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3109,C1(C[C@H](C=CC=C2CO[C@H]3[C@]2(O)[C@H](C(O[C@@H]2C[C@@]4(O[C@@H](C2)CC=1)C/C([C@H](C)[C@H](O4)/C(C)=C/C(C)C)=N/OC)=O)C=C(C)[C@H]3O)C)C,CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](CC=C(C)C[C@@H](C)C=CC=C4CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,1.0,1.0,0.0,0.0,,,,,0.0,,1.0,
3110,N(C(=O)Nc1ccc(cc1)Cl)(OC)C,CON(C)C(=O)Nc1ccc(Cl)cc1,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,C(c1cc(cc(c1)C(O)=O)C(O)=O)(O)=O,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3112,[O-][N+](c1ccc(OP(=O)(OC)OC)cc1)=O,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3113,c1cccc2sc(nc21)N(C(=O)NC)C,CNC(=O)N(C)c1nc2ccccc2s1,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0
3114,c1(C(=O)O)cc(C(O)=O)ccc1,O=C(O)c1cccc(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,c1cccc(C(=O)O)c1C(O)=O,O=C(O)c1ccccc1C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,O=C(c1cc(C(O)=O)c(C(=O)O)cc1)O,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,c1cc(C(O)=O)c(C(O)=O)c(C(=O)O)c1,O=C(O)c1cccc(C(=O)O)c1C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,O=C(c1cc(cc([N+](=O)[O-])c1)C(=O)OC(C)C)OC(C)C,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3119,O1C(C)CCC1,CC1CCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3120,c1c(S(=O)(O)=O)ccc(C(O)=O)c1C(O)=O,O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,Nn1cnnc1,Nn1cnnc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,O=C1C(O)=C([C@H](O1)[C@H](O)CO)O,O=C1O[C@H]([C@H](O)CO)C(O)=C1O,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3123,C[N+]1(C)[C@@H]2[C@@H]3O[C@@H]3[C@H]1CC(C2)OC(C(c1cccs1)(O)c1sccc1)=O,C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,
3124,c1cnc(c(c1OC)OC)CS(c1[n-]c2ccc(OC(F)F)cc2n1)=O,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3125,c1(sccc1)C/C(C(=O)O)=C\c1n(c(nc1)CCCC)Cc1ccc(cc1)C(=O)O,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3126,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c([nH]c(nc12)N)=O,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,O(C(=O)NC)c1cc(cc(C)c1)C(C)C,CNC(=O)Oc1cc(C)cc(C(C)C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3128,C(CN1CCC[C@H](C1)C(=O)O)C=C(c1c(C)ccs1)c1c(ccs1)C,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3129,c1(-n2nc(C)cc2OC)nc(OC)cc(C)n1,COc1cc(C)nc(-n2nc(C)cc2OC)n1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3130,O(CC#CCN(CC)CC)C(C(C1CCCCC1)(O)c1ccccc1)=O,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
3131,C1CC(CCC1)C(c1ccccc1)(O)CCN1CCCC1,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3132,c1(OC(c2ccc(C)cc2)=O)cc(ccc1OC(c1ccc(C)cc1)=O)C(CNC(C)(C)C)O,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,,,,,,,,,,0.0,,
3133,O(C(C)=O)c1ccc(C(c2ccccn2)c2ccc(OC(C)=O)cc2)cc1,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0
3134,CC(C)(NCC(OC(c1ccccc1)=O)COc1cccc2c1cc([nH]2)C)C,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3135,c1cccc(Br)c1C[N+](C)(C)CC,CC[N+](C)(C)Cc1ccccc1Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3136,c1ccccc1C(OCCN(C)C)c1ccc(cc1)Br,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,,,,,,,,,,0.0,,
3137,n1c2cccc(c2sn1)C(SC)=O,CSC(=O)c1cccc2nnsc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3138,C1(CCCC)CCC(CC1)O,CCCCC1CCC(O)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3139,c1cc(ccc1C(=O)CC)Cl,CCC(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140,Cc1cc(C)cc(c1C(O)=O)C,Cc1cc(C)c(C(=O)O)c(C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3141,C(Oc1ccc(cc1)N)CCC,CCCCOc1ccc(N)cc1,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3142,C(C)(C(=O)c1ccccc1)C,CC(C)C(=O)c1ccccc1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,C1(C(c2ccccc2)=O)CCC1,O=C(c1ccccc1)C1CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3144,CC(C)(C)c1ccc(S)cc1,CC(C)(C)c1ccc(S)cc1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,Oc1ccc(OCCCCCC)cc1,CCCCCCOc1ccc(O)cc1,0.0,0.0,,,1.0,0.0,,1.0,1.0,0.0,1.0,1.0
3146,C(C1CCC(CC1)=O)CC,CCCC1CCC(=O)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3147,NCCCCCCCC(CC)CCC,CCCC(CC)CCCCCCCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3148,[C@@H]1(COC(C)=O)[C@H]([C@H](OC(c2c(C(O)=O)cccc2)=O)[C@@H](O)[C@@H](O1)O[C@H]1[C@@H]([C@@H](OC(c2ccccc2C(O)=O)=O)[C@H](O)O[C@@H]1COC(C)=O)O)O,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OC(=O)c3ccccc3C(=O)O)[C@H](O)O[C@@H]2COC(C)=O)[C@H](O)[C@@H](OC(=O)c2ccccc2C(=O)O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3149,CCOC(C(C)=C)=O,C=C(C)C(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,O=S(OCC)(C)=O,CCOS(C)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,C1C2C=CC(C1=CC)C2,CC=C1CC2C=CC1C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
