,rand_smi,cano_smi,Y
4349,O=C=Nc1ccc(cc1)[N+](=O)[O-],O=C=Nc1ccc([N+](=O)[O-])cc1,2.011
4350,C1(C(OC(C1O)=O)C(C=NNC(=O)c1ccncc1)O)O,O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1,1.662
4351,OCCN(c1ccccc1C)CCO,Cc1ccccc1N(CCO)CCO,1.948
4352,C(N(SN(C(=O)ON=CC(C)(C)SC)C)CCCC)CCC,CCCCN(CCCC)SN(C)C(=O)ON=CC(C)(C)SC,4.447
4353,N1(CCOCc2ccccc2)CCC(CC1)(C(=O)OCC)c1ccccc1,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,3.112
4354,[O-][N+](c1ccc(cc1)OCC)=O,CCOc1ccc([N+](=O)[O-])cc1,1.705
4355,C1CC2CCN1CC2,C1CN2CCC1CC2,3.136
4356,CC(C)c1c(c(ccc1)C(C)C)N=C=O,CC(C)c1cccc(C(C)C)c1N=C=O,2.158
4357,C1CC(NC(N)=O)(CCC1)C,CC1(NC(N)=O)CCCCC1,2.177
4358,CC(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C(=O)OC,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,2.98
4359,OCC1COC(O1)(C)C,CC1(C)OCC(CO)O1,1.276
4360,CC12OCC(O2)(CCC1)C,CC12CCCC(C)(OC1)O2,1.935
4361,c1c(ccc(OC(C)C(OCCCC)=O)c1)Oc1ccc(cn1)C(F)(F)F,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,2.12
4362,S=P(SCC(N)=O)(OC)OC,COP(=S)(OC)SCC(N)=O,2.367
4363,n1c(OCC=C)nc(OCC=C)nc1OCC=C,C=CCOc1nc(OCC=C)nc(OCC=C)n1,2.6260000000000003
4364,C(OC(=O)C1C(C=C(C)C)C1(C)C)c1coc(Cc2ccccc2)c1,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.435
4365,OC(CCCC=CCC1C(C(C)CC1=O)C=CC(C(C)(C)CCCC)O)=O,CCCCC(C)(C)C(O)C=CC1C(C)CC(=O)C1CC=CCCCC(=O)O,4.236000000000001
4366,c1cc(ccc1NC(=S)N)Cl,NC(=S)Nc1ccc(Cl)cc1,4.095
4367,C(=C)CCCCC=C,C=CCCCCC=C,0.875
4368,c1ccccc1CC1OCCO1,c1ccc(CC2OCCO2)cc1,1.873
4369,C(CCC1CCC(C)(C(=O)NCC(=O)O)CC1)C(C)C,CC(C)CCCC1CCC(C)(C(=O)NCC(=O)O)CC1,1.44
4370,ClCCCCCCCCCC,CCCCCCCCCCCl,-0.3429999999999999
4371,c1(n(c2ncn(c2c(=O)n1C)CC1OCCO1)C)=O,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,2.441
4372,C(C(F)(F)F)(C(F)(F)F)OCF,FCOC(C(F)(F)F)C(F)(F)F,1.268
4373,c1cc(ccc1Cc1ccc(N=C=O)cc1)N=C=O,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,1.435
4374,c1ccccc1C(N1CCN(CC1)CCOCCO)c1ccccc1,OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.608
4375,C(CC1CCCCC1)NN=C(C)C(=O)O,CC(=NNCCC1CCCCC1)C(=O)O,2.611
4376,n1cn(CCNC(C)Cc2ccccc2)c2c(n(c(=O)n(C)c21)C)=O,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,3.533
4377,Oc1c(C(N)=O)cc(OC)cc1,COc1ccc(O)c(C(N)=O)c1,1.944
4378,Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,2.584
4379,c1c(cccc1)Cc1ccccc1,c1ccc(Cc2ccccc2)cc1,1.874
4380,C(Cl)(Cl)(C(NC(c1ccccc1O)=O)OCCCC)Cl,CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,1.652
4381,C12(Cl)C(=C(C(C2(Cl)Cl)(Cl)C2C1C1C(C2C2OC21)=O)Cl)Cl,O=C1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.693
4382,c1c(cccc1)N1C(C(CCSc2ccccc2)C(N1c1ccccc1)=O)=O,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,2.9360000000000004
4383,c1ncc(cc1C(=O)OC(C)C)C(OC(C)C)=O,CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1,1.682
4384,c1ccc(cc1)C=C(C=O)CCCCCC,CCCCCCC(C=O)=Cc1ccccc1,1.844
4385,c1ncc(cc1)C=Nc1cc(C(F)(F)F)ccc1,FC(F)(F)c1cccc(N=Cc2cccnc2)c1,2.495
4386,C12C(C3(C(=C(Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)C2C3OC3C1C2O,OC1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,5.52
4387,c1cccc(c1)NC(c1c(C)oc(c1)C)=O,Cc1cc(C(=O)Nc2ccccc2)c(C)o1,3.527
4388,N(C(C)CC)c1ccc(NC(C)CC)cc1,CCC(C)Nc1ccc(NC(C)CC)cc1,3.173
4389,O=S1(=O)CC(Cl)(C(C1)(Cl)Cl)Cl,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,3.472
4390,O(c1cc(ccc1)C=Nc1c(n(n(-c2ccccc2)c1=O)C)C)C,COc1cccc(C=Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1,1.759
4391,C(c1cc(c(cc1)N=Cc1ccc(OCCC(C)C)cc1)C)(c1ccccc1)=O,Cc1cc(C(=O)c2ccccc2)ccc1N=Cc1ccc(OCCC(C)C)cc1,2.41
4392,n1c(OCc2ccccc2)c2ccccc2n1-c1ccc(cc1)C(OCCCC)=O,CCCCOC(=O)c1ccc(-n2nc(OCc3ccccc3)c3ccccc32)cc1,2.302
4393,c12c([nH]c(C(F)(F)F)n2)ccc(I)c1,FC(F)(F)c1nc2cc(I)ccc2[nH]1,3.512
4394,c1ccc(cc1)OC(Oc1ccccc1)=O,O=C(Oc1ccccc1)Oc1ccccc1,2.155
4395,c1c(cccc1OCCC(C)C)C=Nc1ccc(cc1C)C(=O)c1ccccc1,Cc1cc(C(=O)c2ccccc2)ccc1N=Cc1cccc(OCCC(C)C)c1,2.264
4396,C1C2CC(C2(C)C)(C(C)=C1)S,CC1=CCC2CC1(S)C2(C)C,1.749
4397,c1c(cc(C)c(c1C(CCC)c1cc(cc(c1O)C)C)O)C,CCCC(c1cc(C)cc(C)c1O)c1cc(C)cc(C)c1O,1.734
4398,c1ccc(C)cc1NCC,CCNc1cccc(C)c1,2.3680000000000003
4399,C1CCC(=O)N1C(C)C,CC(C)N1CCCC1=O,1.642
4400,c1(c(ccc(c1)N=C=O)Cl)Cl,O=C=Nc1ccc(Cl)c(Cl)c1,3.315
4401,ClCC(=O)OCC1CC2C=CC1C2,O=C(CCl)OCC1CC2C=CC1C2,3.08
4402,s1c2C(O)=C(C(Nc3ccccn3)=O)N(S(=O)(c2cc1Cl)=O)C,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,4.812
4403,C(COP(OCC=C)OCC=C)=C,C=CCOP(OCC=C)OCC=C,3.055
4404,c1cc(ccc1)NC(=O)c1c(C)c(oc1C)C,Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,2.193
4405,N1(C(NC(C)SC1=S)C)CCN1C(SC(C)NC1C)=S,CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1,1.846
4406,C(CCCC(OC)=O)C(=O)CC1C(=O)CC(C1C=CC(O)CC(CCCC)C)O,CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CC(=O)CCCCC(=O)OC,3.97
4407,c1(CCC(C)(C)O)ccccc1,CC(C)(O)CCc1ccccc1,1.873
4408,C(C(C(O[Si](OC(=O)C(CC)CCCC)(C)OC(=O)C(CC)CCCC)=O)CCCC)C,CCCCC(CC)C(=O)O[Si](C)(OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,2.317
4409,c1(ccc(N(C)C)cc1)N=Nc1cccc(c1)C(=O)C,CC(=O)c1cccc(N=Nc2ccc(N(C)C)cc2)c1,1.744
4410,c1ccc2c(c(O)c(c(o2)=O)C(CC(c2ccc(-c3ccc(cc3)Br)cc2)O)c2ccccc2)c1,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,6.032
4411,c1(CCC(C)(C)OC(C)=O)ccccc1,CC(=O)OC(C)(C)CCc1ccccc1,1.629
4412,C(OCCOC(CCCCCC)=O)COCCOCCOC(=O)CCCCCC,CCCCCCC(=O)OCCOCCOCCOCCOC(=O)CCCCCC,1.224
4413,C(C1(CCN(CCC(c2ccccc2)(c2ccccc2)C#N)CC1)c1ccccc1)(=O)O,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,3.455
4414,C(OC(=O)CCC(O)=O)CCCCc1ccc(Cl)cc1,O=C(O)CCC(=O)OCCCCCc1ccc(Cl)cc1,2.422
4415,Oc1c(C(Nc2cc(nn2-c2ccccc2)C)=O)cccc1,Cc1cc(NC(=O)c2ccccc2O)n(-c2ccccc2)n1,2.346
4416,C1CC(CC1)(CC)NC(N)=O,CCC1(NC(N)=O)CCCC1,2.216
4417,C(=O)c1ccc(CCC)cc1,CCCc1ccc(C=O)cc1,1.967
4418,c1(O)ccc(N=Nc2ccc(cc2)N)cc1,Nc1ccc(N=Nc2ccc(O)cc2)cc1,2.039
4419,c1ccccc1CCc1ccccc1,c1ccc(CCc2ccccc2)cc1,1.606
4420,C1CC(c2c(cccc2)OC(C)C(=N)NO)CCC1,CC(Oc1ccccc1C1CCCCC1)C(=N)NO,3.703
4421,c1(C)occc1C,Cc1ccoc1C,2.506
4422,c1c(c2ccc(cc2nc1)Cl)Nc1ccccc1C(OCC(CO)O)=O,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,2.21
4423,O1CCN(SSN2CCOCC2)CC1,C1CN(SSN2CCOCC2)CCO1,1.74
4424,N(=C1SC(C)(C(S1)=NOC(=O)N(C)SN(C(ON=C1C(SC(S1)=NC(C)C)(C)C)=O)C)C)C(C)C,CC(C)N=C1SC(=NOC(=O)N(C)SN(C)C(=O)ON=C2SC(=NC(C)C)SC2(C)C)C(C)(C)S1,3.711
4425,C1CCC2(C(OC(C2=C1C)=O)c1ccoc1)C,CC1=C2C(=O)OC(c3ccoc3)C2(C)CCC1,2.928
4426,C(c1cc(c2c(o1)cccc2)=O)(Nc1ccc(S(=O)(=O)N)cc1)=O,NS(=O)(=O)c1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1,1.838
4427,CCCC(=O)OCc1ccccc1,CCCC(=O)OCc1ccccc1,1.884
4428,C(CC)CC(C)(O)C,CCCCC(C)(C)O,2.151
4429,C(CCC)C(CC)CNCC(CN(CC(CC)CCCC)C)(C)N,CCCCC(CC)CNCC(C)(N)CN(C)CC(CC)CCCC,2.5340000000000003
4430,CNC(=O)ON=C1C(SC(S1)=NCC)(C)C,CCN=C1SC(=NOC(=O)NC)C(C)(C)S1,4.618
4431,c1ccc(CCOC(C(C)C)=O)cc1,CC(C)C(=O)OCCc1ccccc1,1.568
4432,C1(=NC(C)C)SC(=NOC(=O)NC)C(C)(S1)C,CNC(=O)ON=C1SC(=NC(C)C)SC1(C)C,4.4910000000000005
4433,C1CCCCC1c1ccc2C(CCc2c1)C(OC)=O,COC(=O)C1CCc2cc(C3CCCCC3)ccc21,2.799
4434,c1cc(c(F)c(c1F)F)N,Nc1ccc(F)c(F)c1F,2.323
4435,c1(ccccc1)C=CCOC(C)=O,CC(=O)OCC=Cc1ccccc1,1.7280000000000002
4436,N(C(C)C)=C1SC(C)(C)C(S1)=NOC(N(SC(Cl)(Cl)Cl)C)=O,CC(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,3.274
4437,C1CCCC(C1)c1cc2c(cc1)C(CC2)C(=O)OC,COC(=O)C1CCc2cc(C3CCCCC3)ccc21,3.007
4438,c1(F)ccc(N)cc1F,Nc1ccc(F)c(F)c1,2.579
4439,BrCCc1ccccc1,BrCCc1ccccc1,2.358
4440,c1cc(CCCC)n[nH]1,CCCCc1cc[nH]n1,2.387
4441,C1(Cl)C2(Cl)C3C(C(Cl)(C2(Cl)Cl)C=1Cl)COC3=O,O=C1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.531
4442,C1(=NC(C)(C)C)SC(C(=NOC(NC)=O)S1)(C)C,CNC(=O)ON=C1SC(=NC(C)(C)C)SC1(C)C,3.963
4443,c1c(cccc1)C=CBr,BrC=Cc1ccccc1,2.166
4444,CC(C1C(O)CC2(C1(CC(C1(C)C2CC=C2C1CC(O)C(C2(C)C)=O)=O)C)C)(O)C(=O)C=CC(C)(O)C,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,4.799
4445,C1N2CCO[Si](c3ccc(Cl)cc3)(OCC2)OC1,Clc1ccc([Si]23OCCN(CCO2)CCO3)cc1,2.74
4446,CC1(C(SC(=NN(C)C)S1)=NOC(=O)NC)C,CNC(=O)ON=C1SC(=NN(C)C)SC1(C)C,5.186
4447,c1cc(N)c(OC(C)C)cc1,CC(C)Oc1ccccc1N,2.255
4448,C1(C(=NOC(=O)N(SC(Cl)(Cl)Cl)C)SC(=NN(C)C)S1)(C)C,CN(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,5.085
4449,c1coc(c1)-c1nc2ccccc2[nH]1,c1coc(-c2nc3ccccc3[nH]2)c1,2.5660000000000003
4450,c1cnc(CCO)cc1,OCCc1ccccn1,1.113
4451,O=C(OCC)C(C)(C)N=NC(C)(C(=O)OCC)C,CCOC(=O)C(C)(C)N=NC(C)(C)C(=O)OCC,2.676
4452,c1(Cl)ccc(N=C=O)cc1,O=C=Nc1ccc(Cl)cc1,3.0460000000000003
4453,c1cc2c(C(=O)N3OCCC3O2)cc1Cl,O=C1c2cc(Cl)ccc2OC2CCON12,2.1630000000000003
4454,ClC(Cl)(SN(C)C(ON=C1SC(SC1(C)C)=C(C#N)C#N)=O)Cl,CN(SC(Cl)(Cl)Cl)C(=O)ON=C1SC(=C(C#N)C#N)SC1(C)C,2.904
4455,C(C)(=O)C=CC=CC,CC=CC=CC(C)=O,1.959
4456,c12OC3N(C(=O)c2cc(cc1)Cl)OC(C)C3,CC1CC2Oc3ccc(Cl)cc3C(=O)N2O1,2.315
4457,c1(ccc(O)cc1)CCCCCCCCC,CCCCCCCCCc1ccc(O)cc1,2.134
4458,c1(nc(sc1)NC(OCC(Cl)(Cl)Cl)=O)-c1ccccc1,O=C(Nc1nc(-c2ccccc2)cs1)OCC(Cl)(Cl)Cl,2.806
4459,O=C(C1(CCC2C3CCC4=CC(C=CC4(C3C(CC21C)O)C)=O)O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,3.0860000000000003
4460,C(NCC)c1cc(ccc1O)[N+]([O-])=O,CCNCc1cc([N+](=O)[O-])ccc1O,2.287
4461,O1C(C(C(OC2OC(C)C(C(OC)C2)O)C(C)C(C(C)CC2(C(=O)C(C(O)C(C)C1C)C)CO2)OC1OC(CC(N(C)C)C1O)C)C)=O,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,2.011
4462,c1ccccc1COC=O,O=COCc1ccccc1,1.988
4463,c1cc(ncn1)SCc1c[n+]([O-])ccc1,[O-][n+]1cccc(CSc2ccncn2)c1,1.979
4464,FC(c1c(c([N+]([O-])=O)c(N(CCC)CCC)c([N+]([O-])=O)c1)N)(F)F,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1.357
4465,O=C(NC)Oc1c(C(C)C)ccc(C)c1,CNC(=O)Oc1cc(C)ccc1C(C)C,2.6180000000000003
4466,c1ccc(cc1)CCOC=O,O=COCCc1ccccc1,1.669
4467,[N+](C(C([N+]([O-])=O)(C)C)(C)C)([O-])=O,CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],3.547
4468,c1(nc(SCc2ccc[n+](c2)[O-])cc(C)n1)N,Cc1cc(SCc2ccc[n+]([O-])c2)nc(N)n1,1.948
4469,c1(ccccc1C(OCOCC)=O)Nc1c(Cl)c(C)ccc1Cl,CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,3.062
4470,C(=Cc1ccccc1)COC=O,O=COCC=Cc1ccccc1,1.7480000000000002
4471,ClC(Cl)(C(OC(C)C)=O)Cl,CC(C)OC(=O)C(Cl)(Cl)Cl,1.67
4472,[n+]1([O-])cccc(c1)CSc1nc(nc(N)c1)C,Cc1nc(N)cc(SCc2ccc[n+]([O-])c2)n1,2.053
4473,C1(=O)OC(CC1)CCCCCCC,CCCCCCCC1CCC(=O)O1,0.998
4474,c1c(c(c(c(OC)c1)C(OC(c1ccccc1)=O)=NOCC)OC)Cl,CCON=C(OC(=O)c1ccccc1)c1c(OC)ccc(Cl)c1OC,1.385
4475,c1c(C)ccc(C#N)c1,Cc1ccc(C#N)cc1,1.489
4476,C(c1cc(Cl)ccc1OCC)(C(C)CC)CN1CCCCC1,CCOc1ccc(Cl)cc1C(CN1CCCCC1)C(C)CC,2.862
4477,C(NCCN1CCOCC1)(c1ccc(cc1)Cl)=O,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,2.58
4478,C1(=O)C(CC(N1)=O)N1C(c2ccccc2C1=O)=O,O=C1CC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1.689
4479,O1C(C=C)OCC1,C=CC1OCCO1,3.073
4480,c1(ccc(cc1)C=O)C,Cc1ccc(C=O)cc1,1.876
4481,C(C(OP(OC=C)(OCC)=O)c1cc(c(cc1Cl)Cl)Cl)Cl,C=COP(=O)(OCC)OC(CCl)c1cc(Cl)c(Cl)cc1Cl,2.5540000000000003
4482,c1cc(C(OC)=O)ccc1N=NN(C)C,COC(=O)c1ccc(N=NN(C)C)cc1,3.6
4483,C(CCC(C#C)(C)OC(C)=O)=C(C)C,C#CC(C)(CCC=C(C)C)OC(C)=O,1.305
4484,C1(N2C(N(C=C1C(=O)N)C)CCCC2C)=O,CC1CCCC2N(C)C=C(C(N)=O)C(=O)N12,2.781
4485,c1(N)nncs1,Nc1nncs1,2.602
4486,C1CC(CCC1CO)CO,OCC1CCC(CO)CC1,1.654
4487,C1(COS(=O)(C)=O)OC1C1C(COS(=O)(=O)C)O1,CS(=O)(=O)OCC1OC1C1OC1COS(C)(=O)=O,3.128
4488,c1c(Cl)c(c(Cl)cc1NC(=O)NC(c1c(F)cccc1F)=O)Oc1c(cc(cn1)C(F)(F)F)Cl,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,3.085
4489,N(=O)c1ccc(cc1)N=O,O=Nc1ccc(N=O)cc1,2.125
4490,Oc1c(-c2ccc(cc2)Cl)cc(cc1C(Nc1ccc(cc1)Cl)=O)Cl,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,2.145
4491,N(C(NCC(C)C)=S)CC(C)C,CC(C)CNC(=S)NCC(C)C,2.372
4492,C(CCC)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)(C)C(OCc1cccnc1)=O,CCCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCc1cccnc1,1.6269999999999998
4493,CCCC(O)C#C,C#CC(O)CCC,2.891
4494,N(C(NCCCCCCN=C=O)=O)(CCCCCCN=C=O)C(NCCCCCCN=C=O)=O,O=C=NCCCCCCNC(=O)N(CCCCCCN=C=O)C(=O)NCCCCCCN=C=O,1.383
4495,N1(C(OC(CO)C1)=O)c1cccc(C)c1,Cc1cccc(N2CC(CO)OC2=O)c1,2.228
4496,CCOC(=O)CC,CCOC(=O)CC,1.068
4497,c1c(C(Cl)=O)cc(S(=O)(=O)Cl)cc1,O=C(Cl)c1cccc(S(=O)(=O)Cl)c1,2.128
4498,O=C(c1ccc(cc1Cl)Cl)c1c(OCC(=O)c2ccccc2)n(C)nc1C,Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,2.39
4499,n1n[nH]c2c1c(ccc2)C,Cc1cccc2[nH]nnc12,2.295
4500,CCOC(CCl)=O,CCOC(=O)CCl,2.833
4501,O1C(c2c3c(c(cc2)Cl)cccc3C1=O)=O,O=C1OC(=O)c2ccc(Cl)c3cccc1c23,1.828
4502,CC(C)CCOC(C=Cc1ccc(OC)cc1)=O,COc1ccc(C=CC(=O)OCCC(C)C)cc1,1.413
4503,CN(C)[Si](CC)(N(C)C)N(C)C,CC[Si](N(C)C)(N(C)C)N(C)C,2.245
4504,CC(OC(C)=O)CC,CCC(C)OC(C)=O,1.56
4505,C(=O)(C1CC(C(OCCCC)=O)CC1)OCCCC,CCCCOC(=O)C1CCC(C(=O)OCCCC)C1,1.619
4506,Cc1c(N(C(C(OC)=O)C)C(=O)Cc2ccccc2)c(ccc1)C,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.889
4507,O=C(OOC(=O)OC(C)C)OC(C)C,CC(C)OC(=O)OOC(=O)OC(C)C,1.984
4508,C12C3(C(Cl)=C(C(Cl)(C1C(=C(Cl)C2)Cl)C3(Cl)Cl)Cl)Cl,ClC1=C(Cl)C2C(C1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.159
4509,N(C)(C1C(O)C2OC(C1O)(C)c1c(c3C(c4cc5c(c(c4C(c3c(O)c1)=O)O)C(CC(C)(O)C5)OC)=O)O2)C,COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,2.481
4510,C(=O)(O)C1CCC(C1)C(O)=O,O=C(O)C1CCC(C(=O)O)C1,1.6869999999999998
4511,C(OC(=O)C)C=C(CCC=C(C)C)C,CC(=O)OCC=C(C)CCC=C(C)C,1.491
4512,P(Oc1ccccc1[N+]([O-])=O)(OCC)(OCC)=S,CCOP(=S)(OCC)Oc1ccccc1[N+](=O)[O-],4.066
4513,CC1=C(C(c2c(cccc2)OC(F)F)C(C(OC)=O)=C(N1)C)C(OC)=O,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,1.764
4514,c1cccc(C(c2cc(S(=O)(=O)O)c(OC)cc2O)=O)c1,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,1.941
4515,C(CC(C)CC=O)C=C(C)C,CC(C)=CCCC(C)CC=O,1.804
4516,c1cccc(C)c1C(=O)N=C1NCCS1,Cc1ccccc1C(=O)N=C1NCCS1,2.383
4517,C(NCCN)CNCCNCCNCCN,NCCNCCNCCNCCNCCN,2.162
4518,c1cc(ccc1C1(OC(=O)c2c1c(c(c(I)c2I)I)I)c1ccc(O)cc1)O,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(I)c(I)c(I)c(I)c21,2.468
4519,C(CCC(OC=C)=O)CC(=O)OC=C,C=COC(=O)CCCCC(=O)OC=C,1.491
4520,CC(CCC=C(C)C)=CCOC(=O)CCC,CCCC(=O)OCC=C(C)CCC=C(C)C,1.3230000000000002
4521,C(CCCC(OCCOC)=O)CCCCC(=O)OCCOC,COCCOC(=O)CCCCCCCCC(=O)OCCOC,1.807
4522,c1c(ccc2c1ccc(N)c2CS(=O)(=O)O)S(=O)(=O)O,Nc1ccc2cc(S(=O)(=O)O)ccc2c1CS(=O)(=O)O,1.538
4523,C(=CC)C=CC(NO)=O,CC=CC=CC(=O)NO,1.713
4524,C(C(=O)OC(CCC)=O)CC,CCCC(=O)OC(=O)CCC,1.255
4525,c1(n(C)ncc(c1)OP(=S)(OC(C)C)OCC)=O,CCOP(=S)(Oc1cnn(C)c(=O)c1)OC(C)C,4.466
4526,C1C2NC=C(C(N2C(C)CC1)=O)C(OCC)=O,CCOC(=O)C1=CNC2CCCC(C)N2C1=O,1.979
4527,O=S(c1ccc(C)cc1)(N=C=O)=O,Cc1ccc(S(=O)(=O)N=C=O)cc1,1.946
4528,CCCCCCCC(OCC)=O,CCCCCCCC(=O)OCC,0.8220000000000001
4529,COP(SC)(N)=S,COP(N)(=S)SC,2.798
4530,c1(Oc2c(Cl)cc(C(F)(F)F)cc2)ccc([N+](=O)[O-])c(c1)C(NS(C)(=O)=O)=O,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.545
4531,c1cccc(c1)N(C=C)C(C)=O,C=CN(C(C)=O)c1ccccc1,1.816
4532,c1(cccc2c1cccc2CC(O)=O)CC(C)C,CC(C)Cc1cccc2c(CC(=O)O)cccc12,2.6060000000000003
4533,CCCOC(=O)CC,CCCOC(=O)CC,1.051
4534,C(OCC(O)C)(C)COCCC,CCCOCC(C)OCC(C)O,2.073
4535,c1c(ccc(c1)C)CNC1=NCCS1,Cc1ccc(CNC2=NCCS2)cc1,3.013
4536,C(CCC)OC(=S)SC(OCCCC)=S,CCCCOC(=S)SC(=S)OCCCC,2.279
4537,C(CCC)OCC(OCC(O)C)C,CCCCOCC(C)OCC(C)O,2.109
4538,c1cc(ccc1O)Cl,Oc1ccc(Cl)cc1,2.283
4539,S(C(Cl)C(Cl)Cl)SC(C)C,CC(C)SSC(Cl)C(Cl)Cl,3.0780000000000003
4540,C1CSC(=N1)NCc1ccccc1C,Cc1ccccc1CNC1=NCCS1,3.1
4541,C12CC(C(C)CC1O2)COC(=O)C,CC(=O)OCC1CC2OC2CC1C,1.281
4542,C1c2nncn2-c2c(C(=N1)c1ccccc1)cc(cc2)Cl,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,2.071
4543,C1OCC([N+]([O-])=O)(Br)CO1,O=[N+]([O-])C1(Br)COCOC1,2.668
4544,C1OC1CCl,ClCC1CO1,3.012
4545,c1(cc(C(F)(F)F)ccc1)CNC1SCCN=1,FC(F)(F)c1cccc(CNC2=NCCS2)c1,3.716
4546,C(OCC=C)C1CO1,C=CCOCC1CO1,1.853
4547,C1CCCC(C1)CNC1SCCN=1,C1CCC(CNC2=NCCS2)CC1,3.5980000000000003
4548,c1c(-c2cc(C)[nH]c2-c2ccc(cc2)OC)ccc(OC)c1,COc1ccc(-c2cc(C)[nH]c2-c2ccc(OC)cc2)cc1,2.212
4549,C(N(CCN)CCN)CN,NCCN(CCN)CCN,2.774
4550,BrCC=C,C=CCBr,3.004
4551,CC1(CC(CN=C=O)(C)CC(C1)N=C=O)C,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,1.663
4552,Cn1c(c(OCC)c(OP(=S)(OC(C)C)OCC)cn1)=O,CCOc1c(OP(=S)(OCC)OC(C)C)cnn(C)c1=O,4.573
